sNo	Company Name	Full Company Name	sc Performance	sc Valuation	sc Growth	sc Profitability	sc Entry Point	sc Red Flags	Income Statements	2019 Total Revenue	2019 EBITDA	2019 Net Income	2019 PBT	2020 Total Revenue	2020 EBITDA	2020 Net Income	2020 PBT	2021 Total Revenue	2021 EBITDA	2021 Net Income	2021 PBT	2022 Total Revenue	2022 EBITDA	2022 Net Income	2022 PBT	PE Ratio
159	SRF	SRF Ltd	 High The creamy layer - amongst the top performing stocks	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.72%, vs industry avg of 13.17%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 9.8% to 13.51%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29.68%, vs industry avg of 16.43%	7,177.61	1,375.02	641.63	818.48	7,361.65	1,607.18	1,019.09	1,017.89	8,466.39	2,199.37	1,197.94	1,612.34	12,549.17	3,218.71	1,888.92	2,585.55	34.84
160	TATAPOWER	Tata Power Company Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.35%, vs industry avg of 9.85%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 42.61% to 41.83%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.2%, vs industry avg of 21.06%	33,735.48	10,256.38	2,356.19	3,693.25	31,438.35	9,085.22	1,017.38	1,957.93	34,970.45	8,695.86	1,127.38	1,940.53	46,099.00	9,516.39	1,741.46	2,535.17	20.76
161	TATAELXSI	Tata Elxsi Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.91%, vs industry avg of 12.67%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.35% to 5.86%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 25.75%, vs industry avg of 21.28%	1,640.39	459.53	289.96	433.39	1,668.27	402.66	256.10	352.44	1,865.93	563.31	368.14	511.88	2,515.33	811.29	549.66	745.48	62.71
162	TATASTEEL	Tata Steel Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.87%, vs industry avg of 17.33%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 31.09% to 32.54%	1,59,494.40	30,842.53	10,218.33	15,840.60	1,51,184.66	14,907.95	1,556.54	-1,380.44	1,57,873.88	30,684.04	7,490.22	13,843.69	2,46,198.63	64,789.94	40,153.93	50,226.87	15.21
163	TATACHEM	Tata Chemicals Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.68%, vs industry avg of 13.17%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 21.31% to 14.4%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 4.84%, vs industry avg of 16.43%	11,329.33	2,583.49	1,155.91	1,661.29	17,080.44	8,424.84	7,006.33	7,416.46	10,829.45	1,760.68	256.37	633.99	13,374.00	2,791.00	1,258.00	1,682.00	10.93
164	TATACOMM	Tata Communications Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -3.06%, vs industry avg of 1.37%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.75% to 9.4%	16,587.45	2,807.35	-82.37	343.20	17,137.67	2,968.12	-85.96	139.66	17,348.49	4,342.62	1,250.63	1,608.55	17,098.76	4,564.77	1,481.76	1,999.98	22.77
165	SYNGENE	Syngene International Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.47%, vs industry avg of 8.51%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 12.71% to 16.06%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.62%, vs industry avg of 19.07%	1,900.70	611.90	331.60	415.40	2,164.80	770.80	412.10	516.90	2,283.90	771.40	404.90	469.20	2,657.00	818.20	395.80	484.40	63.21
166	TATACONSUM	Tata Consumer Products Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.7%, vs industry avg of 8.35%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 28.55% to 34.76%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 19.16%, vs industry avg of -1.94%	7,408.63	909.75	408.19	734.71	9,759.39	1,128.95	459.76	809.38	11,807.71	1,634.49	856.69	1,311.06	12,565.43	1,806.78	935.78	1,455.99	59.82
167	TATAMOTORS	Tata Motors Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.72%, vs industry avg of 1.68%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 62.95% to 60.05%	3,05,280.69	-2,021.92	-28,826.23	-31,371.15	2,64,179.78	18,088.78	-12,070.85	-10,579.98	2,53,147.52	21,169.60	-13,451.39	-10,474.28	2,81,617.50	27,144.14	-11,441.47	-7,003.41	95.95
168	TCS	Tata Consultancy Services Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.89%, vs industry avg of 9.9%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 31.21% to 31.61%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.83%, vs industry avg of 9.03%	1,50,774.00	43,817.00	31,472.00	41,563.00	1,61,541.00	46,701.00	32,340.00	42,248.00	1,67,311.00	48,462.00	32,430.00	43,760.00	1,95,772.00	57,075.00	38,327.00	51,687.00	28.06
169	TECHM	Tech Mahindra Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.87%, vs industry avg of 9.9%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 7.64% to 7.39%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.62%, vs industry avg of 9.03%	35,276.30	6,805.60	4,297.60	5,543.20	38,060.10	6,695.50	4,033.00	5,057.80	38,643.40	7,584.60	4,428.00	5,952.90	45,761.10	9,135.10	5,566.10	7,452.10	21.91
170	TITAN	Titan Company Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.85%, vs industry avg of 1.34%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 4.34% to 9.4%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 25.02%, vs industry avg of 5.32%	19,961.46	2,172.27	1,404.15	1,956.89	21,205.00	2,616.00	1,501.00	2,102.00	21,830.00	1,905.00	973.00	1,327.00	29,033.00	3,521.00	2,173.00	2,904.00	78.71
171	TTML	Tata Teleservices (Maharashtra) Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Avg The stock has a moderate number of red flags	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -16.92%, vs industry avg of 1.37%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.65% to 0.61%	1,881.83	1,063.72	-667.60	-667.60	1,296.73	-1,974.06	-3,714.11	-3,714.11	1,067.76	-266.82	-1,996.69	-1,996.69	1,110.72	484.55	-1,215.00	-1,215.00	-10.78
172	TORNTPOWER	Torrent Power Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.39%, vs industry avg of 9.85%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.69% to 13.17%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 1.14%, vs industry avg of 21.06%	13,358.79	3,389.07	898.94	1,263.61	13,842.49	2,733.66	1,174.15	474.84	12,332.20	3,607.05	1,290.93	1,551.77	14,513.44	2,526.04	453.98	563.97	13.90
173	TRIDENT	Trident Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.21%, vs industry avg of 6.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.86% to 4.34%	5,292.26	1,026.53	371.77	550.16	4,747.91	865.61	339.70	421.04	4,547.29	807.40	304.39	398.44	7,020.84	1,535.49	833.75	1,116.46	38.00
174	TORNTPHARM	Torrent Pharmaceuticals Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.59%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.12% to 2.91%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -3.6%, vs industry avg of 4.09%	7,729.85	1,683.10	436.28	561.66	8,060.61	2,291.66	1,024.72	1,186.57	8,061.48	2,536.99	1,251.88	1,526.26	8,704.60	2,143.13	777.18	1,225.91	48.61
175	TVSMOTOR	TVS Motor Company Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.07%, vs industry avg of 6.78%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 19.32% to 26.89%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.16%, vs industry avg of 2.78%	20,187.13	2,187.96	704.67	1,082.85	18,901.14	2,275.96	624.62	865.42	19,468.04	2,267.94	594.26	821.63	24,390.67	2,749.87	756.82	1,066.79	47.63
176	UBL	United Breweries Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.18%, vs industry avg of 4.22%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 21.67% to 23.87%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.75%, vs industry avg of 79.06%	6,507.44	1,170.37	562.94	879.31	6,518.54	885.14	427.73	568.92	4,348.34	424.09	113.22	169.41	5,868.23	726.41	365.46	494.44	125.37
177	TRENT	Trent Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.76%, vs industry avg of 4.31%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 14.26% to 28.45%	2,671.06	270.78	96.96	168.47	3,635.40	675.60	122.85	164.99	2,794.56	313.27	-146.17	-204.82	4,678.37	746.88	105.83	111.22	128.12
178	TIINDIA	Tube Investments of India Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Matching Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.79%, vs industry avg of 22.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 86.82% to 100%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 35.61%, vs industry avg of 35.64%	5,829.96	595.22	240.42	377.64	4,812.71	622.13	306.34	403.21	6,151.50	667.08	275.25	364.58	12,654.09	1,576.24	768.83	1,151.81	58.63
179	UPL	UPL Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.69%, vs industry avg of 13.85%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 17.61% to 24.48%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.99%, vs industry avg of 22.53%	22,091.00	3,616.00	1,491.00	1,773.00	35,863.00	6,257.00	1,776.00	2,764.00	38,994.00	8,414.00	2,871.00	4,181.00	46,655.00	9,620.00	3,626.00	4,966.00	14.59
180	VEDL	Vedanta Ltd	 Low Hasn't faired well - amongst the low performers	 Avg Can be considered moderately valued vs the market	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Avg The stock has a moderate number of red flags	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.97%, vs industry avg of 10.69%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 81.89% to 86.67%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22%, vs industry avg of 16.06%	96,386.00	27,441.00	7,065.00	13,560.00	86,957.00	5,811.00	-6,664.00	-8,259.00	91,442.00	30,061.00	11,602.00	17,213.00	1,35,332.00	46,656.00	18,802.00	32,964.00	9.74
181	VBL	Varun Beverages Ltd	 High The creamy layer - amongst the top performing stocks	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.88%, vs industry avg of 26.75%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 98.85% to 99.37%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 48.1%, vs industry avg of 48.07%	8,558.92	1,509.21	468.97	696.27	7,591.61	1,184.94	328.99	362.50	8,891.16	1,744.84	694.06	1,006.61	13,211.99	2,844.92	1,497.43	2,023.64	65.52
182	ULTRACEMCO	UltraTech Cement Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.4%, vs industry avg of 13.46%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 15.39% to 19.37%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22.02%, vs industry avg of 19.17%	42,072.79	7,697.04	2,403.51	3,468.45	43,080.95	9,897.03	5,755.26	5,182.72	45,605.06	12,186.43	5,463.10	8,000.55	53,268.26	12,183.78	7,344.31	8,524.32	46.16
183	UNIONBANK	Union Bank of India Ltd	 Avg Price return has been average, nothing exciting	 Avg Can be considered moderately valued vs the market	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.41%, vs industry avg of 8.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.67% to 9.36%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 55.85%, vs industry avg of 69.66%	39,355.38	-3,559.33	-2,922.34	-3,933.15	43,268.49	-3,734.02	-3,120.89	-4,151.22	83,618.18	3,235.33	2,863.40	2,327.18	81,754.07	9,311.14	5,265.31	8,566.33	5.85
184	WHIRLPOOL	Whirlpool of India Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.36%, vs industry avg of 10.94%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 8.64% to 10.4%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 12.77%, vs industry avg of 10.08%	6,623.57	749.56	409.74	629.16	7,409.09	815.96	490.19	666.79	6,008.05	627.14	351.83	469.70	6,594.63	813.72	566.37	650.39	82.98
185	WIPRO	Wipro Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.98%, vs industry avg of 9.9%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.84% to 13.14%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.56%, vs industry avg of 9.03%	61,632.70	14,226.40	9,003.70	11,542.20	63,865.50	15,070.20	9,722.30	12,251.90	64,338.60	17,175.10	10,796.40	13,902.90	81,378.90	18,751.10	12,229.60	15,140.80	19.31
186	VOLTAS	Voltas Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 5.4%, vs industry avg of 10.94%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.13% to 12.81%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -0.52%, vs industry avg of 10.08%	7,311.64	734.37	507.91	677.41	7,888.68	797.37	517.18	744.31	7,744.64	769.25	525.14	709.21	8,123.64	760.43	504.09	697.30	196.87
187	ZEEL	Zee Entertainment Enterprises Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.07%, vs industry avg of 7.99%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 56.98% to 40.94%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -15.37%, vs industry avg of 0.15%	8,193.60	2,799.60	1,567.10	2,434.50	8,526.50	1,371.80	526.50	956.30	7,840.30	1,577.60	800.10	1,255.60	8,310.70	1,706.50	964.60	1,415.50	397.64
188	YESBANK	Yes Bank Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.67%, vs industry avg of 10.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 5.13% to 3.44%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -20.45%, vs industry avg of 17.6%	34,299.28	2,654.46	1,709.27	2,349.01	38,008.12	-20,496.25	-16,432.56	-20,838.18	23,146.36	-4,401.75	-3,488.93	-4,761.78	22,423.52	1,837.02	1,064.05	1,433.69	62.53
