sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score
410.0,UCOBANK,UCO Bank," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.43%, vs industry avg of 8.25%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.22% to 2.07%",15844.14,-6927.97,-4321.09,-7064.85,18005.54,-3575.26,-2436.84,-3712.55,17870.32,58.93,188.38,-75.49,18047.30,1880.47,929.75,1715.51,17.37,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
411.0,TTKPRESTIG,TTK Prestige Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.33%, vs industry avg of 3.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.29% to 4.29%",2132.15,321.25,192.35,286.30,2097.65,279.12,185.57,234.40,2234.81,362.54,236.78,316.76,2757.50,461.56,304.84,410.58,39.48,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
412.0,TORNTPHARM,Torrent Pharmaceuticals Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.59%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.12% to 2.91%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -3.6%, vs industry avg of 4.09%",7729.85,1683.10,436.28,561.66,8060.61,2291.66,1024.72,1186.57,8061.48,2536.99,1251.88,1526.26,8704.60,2143.13,777.18,1225.91,49.09,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
413.0,TVSMOTOR,TVS Motor Company Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.07%, vs industry avg of 6.78%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 19.32% to 26.89%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.16%, vs industry avg of 2.78%",20187.13,2187.96,704.67,1082.85,18901.14,2275.96,624.62,865.42,19468.04,2267.94,594.26,821.63,24390.67,2749.87,756.82,1066.79,47.77,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.6500333333333334
414.0,UBL,United Breweries Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.18%, vs industry avg of 4.22%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 21.67% to 23.87%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.75%, vs industry avg of 79.06%",6507.44,1170.37,562.94,879.31,6518.54,885.14,427.73,568.92,4348.34,424.09,113.22,169.41,5868.23,726.41,365.46,494.44,128.50,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9989
415.0,TRENT,Trent Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.76%, vs industry avg of 4.31%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 14.26% to 28.45%",2671.06,270.78,96.96,168.47,3635.40,675.60,122.85,164.99,2794.56,313.27,-146.17,-204.82,4678.37,746.88,105.83,111.22,127.78,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
416.0,TIINDIA,Tube Investments of India Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Matching Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.79%, vs industry avg of 22.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 86.82% to 100%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 35.61%, vs industry avg of 35.64%",5829.96,595.22,240.42,377.64,4812.71,622.13,306.34,403.21,6151.50,667.08,275.25,364.58,12654.09,1576.24,768.83,1151.81,57.61,1.0,1.0,2.0,2.0,2.0,0.0,1.3333333333333333,0.0
417.0,TIMKEN,Timken India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.79%, vs industry avg of 9.13%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.95% to 2.54%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 27.47%, vs industry avg of 17.99%",1680.34,304.90,148.63,223.81,1640.27,385.97,246.10,306.36,1430.12,271.37,143.17,195.05,2217.53,524.97,327.10,438.18,65.38,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
418.0,UPL,UPL Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.69%, vs industry avg of 13.85%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 17.61% to 24.48%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.99%, vs industry avg of 22.53%",22091.00,3616.00,1491.00,1773.00,35863.00,6257.00,1776.00,2764.00,38994.00,8414.00,2871.00,4181.00,46655.00,9620.00,3626.00,4966.00,14.30,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.9934000000000001
419.0,VEDL,Vedanta Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.97%, vs industry avg of 10.69%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 81.89% to 86.67%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22%, vs industry avg of 16.06%",96386.00,27441.00,7065.00,13560.00,86957.00,5811.00,-6664.00,-8259.00,91442.00,30061.00,11602.00,17213.00,135332.00,46656.00,18802.00,32964.00,9.72,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.9290666666666666
420.0,VBL,Varun Beverages Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.88%, vs industry avg of 26.75%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 98.85% to 99.37%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 48.1%, vs industry avg of 48.07%",8558.92,1509.21,468.97,696.27,7591.61,1184.94,328.99,362.50,8891.16,1744.84,694.06,1006.61,13211.99,2844.92,1497.43,2023.64,61.81,1.0,1.0,2.0,2.0,2.0,0.0,1.3333333333333333,0.9587333333333333
421.0,ULTRACEMCO,UltraTech Cement Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.4%, vs industry avg of 13.46%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 15.39% to 19.37%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22.02%, vs industry avg of 19.17%",42072.79,7697.04,2403.51,3468.45,43080.95,9897.03,5755.26,5182.72,45605.06,12186.43,5463.10,8000.55,53268.26,12183.78,7344.31,8524.32,46.41,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.5216
422.0,VGUARD,V Guard Industries Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.84%, vs industry avg of 15.76%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 6.89% to 5.73%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.5%, vs industry avg of 25.01%",2614.06,244.36,167.24,219.59,2528.07,283.12,187.11,249.58,2741.97,332.83,200.82,288.10,3510.95,351.00,227.69,293.97,58.85,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.9645
423.0,UNIONBANK,Union Bank of India Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.41%, vs industry avg of 8.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.67% to 9.36%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 55.85%, vs industry avg of 69.66%",39355.38,-3559.33,-2922.34,-3933.15,43268.49,-3734.02,-3120.89,-4151.22,83618.18,3235.33,2863.40,2327.18,81754.07,9311.14,5265.31,8566.33,5.82,2.0,0.0,2.0,2.0,1.0,1.0,1.3333333333333333,0.0
424.0,UFLEX,Uflex Ltd," Avg Price return has been average, nothing exciting", Low Undervalued compared to the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.18%, vs industry avg of 6.59%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 20.74% to 30.64%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 25.81%, vs industry avg of 24.71%",7977.93,1007.53,313.83,408.75,7433.31,1108.83,369.81,480.85,8914.87,1826.99,842.90,1142.19,13236.78,2241.87,1098.24,1382.29,6.15,2.0,0.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.9923
425.0,VAIBHAVGBL,Vaibhav Global Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.05%, vs industry avg of 7.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.79% to 4.89%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29.77%, vs industry avg of 29%",1828.15,217.43,154.18,188.16,2001.00,276.35,190.26,236.34,2557.77,387.93,271.78,344.16,2807.17,331.46,237.71,270.55,48.13,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
426.0,VARROC,Varroc Engineering Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -9.1%, vs industry avg of 7.63%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 5.55% to 2.49%",12158.71,1181.02,425.22,518.53,11220.76,910.52,0.19,39.49,4525.24,-218.04,-631.91,-580.77,5878.13,-635.61,-1109.89,-1058.51,-5.86,1.0,0.0,1.0,2.0,0.0,0.0,0.6666666666666666,0.0
427.0,WHIRLPOOL,Whirlpool of India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.36%, vs industry avg of 3.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 8.64% to 10.27%",6623.57,749.56,409.74,629.16,7409.09,815.96,490.19,666.79,6008.05,627.14,351.83,469.70,6594.63,813.72,566.37,650.39,82.32,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
428.0,WELCORP,Welspun Corp Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 3.15%, vs industry avg of 17.33%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.66% to 0.93%",9088.13,537.72,-13.24,100.62,10278.68,1443.82,635.46,1066.51,7781.92,1413.40,767.57,1081.98,7056.33,1017.18,438.79,660.54,34.44,2.0,0.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
429.0,VINATIORGA,Vinati Organics Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.74%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.39% to 2.02%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 19.84%, vs industry avg of 15.42%",1158.09,454.80,282.48,425.23,1073.86,459.86,333.82,424.66,980.10,379.10,269.33,335.24,1676.42,496.39,346.62,449.25,40.52,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
430.0,VIPIND,V I P Industries Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.66%, vs industry avg of 7.79%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.34% to 2.31%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -4.71%, vs industry avg of 29%",1792.98,235.41,145.27,214.94,1726.85,260.45,111.73,148.41,666.91,-15.88,-97.49,-124.61,1325.87,182.47,66.93,86.16,57.51,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9685
431.0,VMART,V-mart Retail Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.81%, vs industry avg of 16.23%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.87% to 4.36%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -23.31%, vs industry avg of 24.66%",1439.66,129.04,61.62,99.80,1666.50,218.24,49.36,69.54,1096.50,152.25,-6.20,-9.67,1680.14,218.29,11.65,10.40,-500.09,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9989
432.0,WESTLIFE,Westlife Development Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.03%, vs industry avg of 7.48%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 10.07% to 11.85%",1415.68,132.62,21.29,35.17,1560.79,210.41,-7.34,-8.77,1034.52,95.44,-99.42,-128.73,1604.23,216.96,-1.67,-2.07,115.39,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
433.0,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.17%, vs industry avg of 7.63%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.23% to 1.09%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -7.82%, vs industry avg of -1.9%",2926.62,482.36,282.18,410.92,1993.44,315.36,158.80,223.33,1902.39,244.66,103.81,152.27,2580.88,290.08,142.08,195.75,68.40,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
434.0,WIPRO,Wipro Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.98%, vs industry avg of 9.91%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.85% to 13.15%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.56%, vs industry avg of 9.03%",61632.70,14226.40,9003.70,11542.20,63865.50,15070.20,9722.30,12251.90,64338.60,17175.10,10796.40,13902.90,81378.90,18751.10,12229.60,15140.80,19.18,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9852333333333333
435.0,WELSPUNIND,Welspun India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.9%, vs industry avg of 6.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.48% to 5.8%",6608.44,881.99,209.84,286.95,6879.60,1353.18,507.37,694.39,7408.02,1419.86,539.68,768.71,9377.44,1424.69,601.17,872.97,46.40,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
436.0,VTL,Vardhman Textiles Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.35%, vs industry avg of 6.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.4% to 6.12%",7116.57,1432.41,730.72,1058.74,6921.61,1123.96,577.52,655.47,6362.06,1036.03,414.35,558.90,9886.54,2538.11,1546.89,2070.88,12.58,2.0,0.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
437.0,VOLTAS,Voltas Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 5.4%, vs industry avg of 3.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.13% to 12.65%",7311.64,734.37,507.91,677.41,7888.68,797.37,517.18,744.31,7744.64,769.25,525.14,709.21,8123.64,760.43,504.09,697.30,190.66,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.9831
438.0,ZYDUSWELL,Zydus Wellness Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 34.24%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.65% to 1.78%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.16%, vs industry avg of 10.19%",881.70,213.23,169.14,170.63,1777.53,287.57,141.72,121.27,1875.61,221.17,118.73,112.21,2019.50,355.15,308.87,306.02,30.84,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
