sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment
441,YESBANK,Yes Bank Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.67%, vs industry avg of 10.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 5.13% to 3.44%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -20.45%, vs industry avg of 17.6%","34,299.28","2,654.46","1,709.27","2,349.01","38,008.12","-20,496.25","-16,432.56","-20,838.18","23,146.36","-4,401.75","-3,488.93","-4,761.78","22,423.52","1,837.02","1,064.05","1,433.69",64.87,2,0,2,2,1,0
442,HLEGLAS,HLE Glascoat Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 51.87%, vs industry avg of 9.13%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.15% to 0.76%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 79.4%, vs industry avg of 17.99%",362.23,49.10,17.90,27.52,431.21,77.33,38.24,56.56,488.42,96.46,52.32,77.24,660.26,109.60,58.17,84.31,66.04,1,1,2,2,0,0
443,CAMS,Computer Age Management Services Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.41%, vs industry avg of 8.8%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.62% to 0.79%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 21.69%, vs industry avg of -17.94%",711.81,261.74,130.45,200.87,720.87,307.81,171.82,246.84,735.26,325.78,205.31,274.47,926.94,441.40,286.95,382.65,36.97,1,0,2,2,0,0
444,ANGELONE,Angel One Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency, Avg The stock is underpriced but is in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 32.98%, vs industry avg of 12.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.55% to 5.8%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 82.31%, vs industry avg of 11.66%",789.11,144.42,79.83,124.42,754.72,135.25,82.35,114.33,"1,298.98",428.31,296.84,409.95,"2,297.12",855.10,624.81,836.46,14.03,1,2,2,2,0,0
445,UTIAMC,UTI Asset Management Company Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency, Avg The stock is underpriced but is in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.94%, vs industry avg of 4.97%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.54% to 7.84%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 10.75%, vs industry avg of 16.42%","1,080.90",520.40,352.83,491.25,889.96,374.89,271.46,341.30,"1,172.82",638.81,494.14,603.03,"1,327.27",697.00,534.29,660.18,20.42,1,2,2,2,0,0
446,MAZDOCK,Mazagon Dock Shipbuilders Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.42%, vs industry avg of 7.73%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 48.04% to 47.46%","5,231.14",878.04,532.48,778.12,"5,463.00",808.60,470.52,726.78,"4,621.92",674.25,513.86,603.82,"6,143.55",838.78,610.84,749.33,19.95,0,0,2,2,1,0
447,EQUITASBNK,Equitas Small Finance Bank Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.91%, vs industry avg of 10.26%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 0.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 21.94%, vs industry avg of 17.6%","2,394.83",415.50,210.55,323.72,"2,927.79",473.16,243.63,376.71,"3,612.46",587.69,384.22,511.26,"3,997.23",453.40,280.74,378.12,16.33,2,0,2,2,0,0
448,GLAND,Gland Pharma Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.04%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.78% to 1.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.98%, vs industry avg of 4.09%","2,129.76",771.86,451.89,686.34,"2,772.41","1,094.63",772.85,992.86,"3,597.66","1,437.01",996.97,"1,334.82","4,624.65","1,734.09","1,211.66","1,618.55",20.23,1,0,2,2,0,0
449,RBA,Restaurant Brands Asia Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 45.23%, vs industry avg of 7.48%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.48% to 11.17%",644.14,90.39,-38.27,-38.27,846.83,105.26,-76.56,-76.56,"1,038.01",51.29,-245.81,-282.06,"1,512.71",93.78,-195.93,-235.16,-24.04,1,0,1,2,0,0
450,IRFC,Indian Railway Finance Corp Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.54%, vs industry avg of 15.86%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.14% to 11.97%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 45.5%, vs industry avg of 21.48%","11,133.59","2,901.99","2,254.73","2,901.57","13,421.09","3,192.54","3,192.08","3,192.08","15,770.86","4,420.55","4,416.12","4,416.12","20,301.60","6,104.18","6,089.83","6,090.15",6.84,1,0,1,2,0,1
451,INDIGOPNTS,Indigo Paints Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.86%, vs industry avg of 11.39%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.07% to 1.96%",537.25,55.43,26.88,33.72,626.43,92.63,47.82,67.43,726.91,126.10,70.84,97.90,916.86,146.87,84.05,114.29,51.12,1,0,2,2,0,0
452,HOMEFIRST,Home First Finance Company India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years," Avg Average profitability - not good, not bad",BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 44.58%, vs industry avg of 14.47%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.09% to 0.32%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 84.22%, vs industry avg of 6.14%",271.02,69.87,45.73,65.29,419.68,114.58,79.56,107.34,489.16,141.66,100.14,134.04,595.70,233.81,186.09,226.29,31.49,0,1,1,2,0,0
453,MTARTECH,MTAR Technologies Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years," Avg Average profitability - not good, not bad",BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.66%, vs industry avg of 9.13%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.19% to 0.38%",187.20,57.25,39.21,41.56,218.14,62.33,31.31,45.53,247.74,84.39,46.06,64.83,330.76,103.17,60.86,82.21,57.31,0,1,1,2,0,0
454,EASEMYTRIP,Easy Trip Planners Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.11%, vs industry avg of -23.55%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.62% to 9.63%",151.11,39.46,23.99,35.83,181.01,49.89,32.98,45.88,150.75,90.15,61.00,83.38,249.76,147.44,105.90,143.55,55.84,1,2,2,2,0,0
455,JUBLINGREA,Jubilant Ingrevia Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,Income statement not found,NAN,NAN,NAN,NAN,0.00,-0.17,-0.17,-0.17,686.73,106.78,54.36,77.39,"4,980.85",863.26,476.70,708.93,22.24,1,0,2,2,0,0
456,ANURAS,Anupam Rasayan India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 29.31%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.64% to 1.3%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.33%, vs industry avg of 15.42%",520.96,112.60,49.25,65.72,539.76,145.63,53.19,71.66,837.50,220.20,70.30,100.01,"1,081.76",312.80,152.17,221.85,64.49,1,1,2,1,0,0
457,CRAFTSMAN,Craftsman Automation Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.86%, vs industry avg of 9.13%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.04% to 2.55%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.39%, vs industry avg of 17.99%","1,832.05",456.69,97.37,139.99,"1,501.05",400.77,40.01,55.77,"1,570.20",448.49,97.36,148.76,"2,224.80",541.94,163.09,251.73,32.97,1,1,2,1,0,0
458,LXCHEM,Laxmi Organic Industries Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 23.52%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.29% to 3.73%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29.08%, vs industry avg of 15.42%","1,574.10",160.57,72.38,97.58,"1,564.28",146.72,70.09,80.79,"1,773.06",223.94,127.04,158.41,"3,099.07",386.07,256.38,317.90,56.89,1,1,2,1,0,0
459,KALYANKJIL,Kalyan Jewellers India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.41%, vs industry avg of 1.34%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.47% to 3.51%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.39%, vs industry avg of 5.55%","9,814.03",662.43,-3.59,20.94,"10,181.02",879.51,142.99,220.88,"8,618.68",669.73,-6.31,39.35,"10,856.22",890.80,224.21,298.85,26.40,1,0,2,2,0,0
460,NAZARA,Nazara Technologies Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.14%, vs industry avg of 4.46%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 15.28% to 39.23%",186.10,31.80,17.52,10.88,262.97,7.99,-2.11,-19.57,468.50,53.00,9.20,16.60,645.80,110.10,28.40,69.90,102.43,1,1,2,2,0,0
461,LODHA,Macrotech Developers Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 2.4%, vs industry avg of 1.17%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.93% to 14.59%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.54%, vs industry avg of 9.43%","11,978.87","3,250.85","1,636.15","2,488.88","12,561.14","2,035.13",727.55,"1,003.02","5,771.65","1,243.02",40.16,33.16,"9,580.15","2,479.22","1,202.37","1,716.54",118.66,1,0,2,2,0,0
462,SHYAMMETL,Shyam Metalics and Energy Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 56.84%, vs industry avg of 17.33%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 1.38%","4,684.60","1,022.91",604.12,763.90,"4,388.20",677.94,340.24,295.37,"6,321.06","1,417.76",843.34,"1,054.94","10,454.11","2,659.89","1,724.54","2,364.33",9.47,2,1,2,2,0,1
463,SONACOMS,Sona BLW Precision Forgings Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 33.76%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 0.92%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 51.8%, vs industry avg of -1.9%",775.78,276.54,172.96,227.82,"1,275.82",480.11,360.34,387.01,"1,568.64",429.45,215.16,299.99,"2,163.94",592.41,361.55,432.18,79.29,1,0,2,2,0,0
464,KIMS,Krishna Institute of Medical Sciences Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 24.14%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.01% to 3.08%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 59.18%, vs industry avg of 28.13%",923.87,90.48,-47.65,-15.04,"1,128.73",255.57,119.19,140.53,"1,340.11",385.89,201.22,279.02,"1,680.60",551.40,332.69,456.86,37.81,1,1,2,2,0,0
465,CLEAN,Clean Science and Technology Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 29.7%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.41% to 0.86%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 37.31%, vs industry avg of 15.42%",404.56,147.90,97.66,136.54,430.17,196.44,139.63,182.32,538.07,284.83,198.37,267.29,714.86,330.16,228.49,304.80,49.56,1,1,2,2,0,0
466,GRINFRA,G R Infraprojects Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20%, vs industry avg of 5.76%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.28% to 2.57%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.19%, vs industry avg of -1.74%","5,325.53","1,326.70",716.63,"1,007.68","6,423.71","1,637.55",800.84,"1,154.09","7,914.29","1,919.89",954.84,"1,331.11","8,524.97","1,800.73",831.91,"1,098.84",8.23,1,0,2,2,0,1
467,ZOMATO,Zomato Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 74.47%, vs industry avg of 35.14%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 4.61% to 16.3%","2,630.64",-958.43,-964.95,"-1,010.24","2,768.44","-2,288.73","-2,367.17","-2,385.61","2,118.40",-667.30,-812.80,-815.10,"5,010.30","-1,058.20","-1,208.70","-1,220.50",-67.03,1,0,2,2,0,1
468,DEVYANI,Devyani International Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.77%, vs industry avg of 7.48%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.19% to 15.53%","1,336.83",246.95,-79.24,-92.86,"1,569.62",264.68,-121.68,-119.58,"1,274.12",316.66,-55.21,-64.05,"2,103.38",473.20,156.33,123.14,82.23,1,0,2,2,0,0
469,CHEMPLASTS,Chemplast Sanmar Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.2%, vs industry avg of 16.1%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 8.64% to 8.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 33.98%, vs industry avg of 28.86%","1,266.78",298.06,118.46,193.40,"1,265.51",254.53,46.14,71.71,"4,297.94","1,111.43",410.08,546.98,"5,949.48","1,254.29",648.66,795.56,49.56,1,1,2,2,0,0
470,MFL,Meghmani Finechem Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 31.67%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.84% to 1.87%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 30.6%, vs industry avg of 15.42%",720.46,321.75,182.81,242.29,612.82,196.44,112.01,141.00,830.79,263.51,100.84,160.86,"1,555.05",513.59,252.78,383.41,12.24,2,1,2,2,0,0
471,NUVOCO,Nuvoco Vistas Corporation Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.53%, vs industry avg of 13.46%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.07% to 3.4%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -27.99%, vs industry avg of 19.17%","7,105.88",971.42,-26.50,16.59,"6,829.95","1,333.85",249.25,386.75,"7,522.67","1,494.33",-25.95,36.50,"9,360.11","1,538.78",32.08,50.90,782.77,1,0,2,2,0,0
